ceo_names,ceo_names,ceo_pctApprove,ceo_pctDisapprove,company_name,compensation_rating,culture_rating,overallRating,ratingDescription,recommendToFriendRating,seniorLeadershipRating,workLifeBalanceRating,Growth,Annual Rainfall,Annual Snowfall,Avg_Commute_work,HQ_City,HQ_State,population,crime_rate_per_1000,diversity
Earl J. Hesterberg,Earl J. Hesterberg,77,23,Group 1 Automotive,3,2.9,3.1,OK,49,2.9,2.6,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Earl C. Austin,Earl C. Austin,65,35,Quanta Services,3.3,2.7,2.6,OK,44,2.8,2.6,0.3008,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
E. Hunter Harrison,E. Hunter Harrison,4,96,CSX,3.6,2.2,2.6,OK,30,1.9,1.9,0.4418,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
Drew Houston,Drew Houston,86,14,Dropbox,4.3,4.3,4,Satisfied,76,3.5,4,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Drew Fraser,Drew Fraser,100,0,Method Products,3.8,4,3.6,Satisfied,69,3.1,3.9,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Dr. Lisa Su,Dr. Lisa Su,90,10,AMD,3.2,3.4,3.5,Satisfied,64,2.9,3.8,,47.7,43.8,19.8,Boston,Massachusetts,673880,50.16048798,68.96
Dr. Kris Singh,Dr. Kris Singh,53,47,Holtec International,3.1,2.2,2.6,OK,42,2.1,2.4,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Doyle Simons,Doyle Simons,44,56,Weyerhaeuser,3.5,3.2,3.2,OK,54,2.8,3.2,0.0112,28.9,1.5,11.2,Amarillo,Texas,200141,102.261822,#N/A
Douglas S. Ewert,Douglas S. Ewert,31,69,Men's Wearhouse,2.8,3.1,3.2,OK,55,2.8,2.9,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Douglas R. Pendergast,Douglas R. Pendergast,45,55,Krystal,2.5,2.6,2.7,OK,34,2.4,2.3,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Douglas R. Oberhelman,Douglas R. Oberhelman,63,37,Solar Turbines,3,3.3,3.4,OK,58,3.1,3.8,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Douglas L. Peterson,Douglas L. Peterson,87,13,McGraw Hill Financial,3.4,3.1,3.4,OK,68,2.7,3.6,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
"Douglas C. Yearley, Jr","Douglas C. Yearley, Jr",95,5,Toll Brothers,3.7,3.8,3.6,Satisfied,72,3.5,3.4,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Douglas A. (Doug) Milroy,Douglas A. (Doug) Milroy,69,31,G&K Services,3.6,3.5,3.6,Satisfied,59,3.2,3.5,,27.3,54,21.1,Minnetonka,Minnesota,52055,30.691766,#N/A
Doug Merritt,Doug Merritt,69,31,Splunk,4,3.5,3.5,Satisfied,58,3.2,3.8,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Doug McMillon,Doug McMillon,68,32,Walmart,3.2,3.1,3.2,OK,56,2.7,2.9,0.081,50.6,5.2,26.5,Bentonville,Arkansas,46458,31.10861805,63.93
Doug McMillon,Doug McMillon,68,32,Walmart,3.2,3.1,3.2,OK,56,2.7,2.9,6.51,50.6,5.2,,Bentonville,Arkansas,46458,31.10861805,63.93
Doug Ewert,Doug Ewert,0,100,Tailored Brands,1.8,2.4,2.2,Dissatisfied,15,1.8,2.1,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Doug DeVos,Doug DeVos,96,4,Amway,3.8,3.9,3.9,Satisfied,78,3.3,3.8,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Doug DeVos,Doug DeVos,91,9,Alticor,3.6,3.3,3.1,OK,77,2.4,3.2,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Doug Baker Jr.,Doug Baker Jr.,0,0,Nalco Champion,3.5,3.6,3.7,Satisfied,75,3.2,3.3,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Dottie Mattison,Dottie Mattison,19,81,Prometheus Global Media,2.7,2.4,2.4,Dissatisfied,20,1.7,3.5,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Donnie Smith,Donnie Smith,87,13,Tyson Foods,3.7,3.3,3.4,OK,60,2.9,2.9,-0.1498,28.9,1.5,11.2,Amarillo,Texas,200141,102.261822,#N/A
Donald H. Layton,Donald H. Layton,80,20,Freddie Mac,3.5,3.3,3.3,OK,64,3,3.7,,44.3,10.3,12.7,McLean,Virginia,#N/A,#N/A,#N/A
Donald E. Newhouse,Donald E. Newhouse,61,39,Advance Publications,3.2,2.6,3,OK,34,2.6,3.2,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Donald A. Hicks,Donald A. Hicks,98,2,LLamasoft,3.9,4.7,4.6,Very Satisfied,92,3.9,4.4,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Don Fox,Don Fox,78,22,Firehouse Subs,2.3,3.6,3.4,OK,61,2.9,3.3,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Dominic Engels,Dominic Engels,39,61,Stone Brewing,2.5,3.3,3.1,OK,51,2.6,3,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Dominic Barton,Dominic Barton,98,2,McKinsey & Company,4.3,4.4,4.4,Very Satisfied,91,4,2.9,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Domenic Gatto,Domenic Gatto,70,30,Atlantic Express,3.5,3.6,3.8,Satisfied,53,3.5,3.8,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
"Do Won ""Don"" Chang","Do Won ""Don"" Chang",32,68,Forever 21,2.1,2.4,2.7,OK,32,2.3,2.6,,22.2,0,32.2,Los Angeles,California,4007905,56.6836933,70.84
Dirk van den Boom,Dirk van den Boom,100,0,Sequenom,2.8,2.4,3.1,OK,36,2.4,3.2,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Dick Robinson,Dick Robinson,44,56,Scholastic,2.9,3.1,2.9,OK,41,2.2,3.4,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Devin Wenig,Devin Wenig,87,13,eBay,4,3.8,3.7,Satisfied,74,3.1,3.9,0.1187,22.2,0,27.9,San Jose,California,1041844,51.29364066,70.39
Derek O'Carroll,Derek O'Carroll,67,33,Brightpearl,3.7,3.9,3.9,Satisfied,72,3.5,4.2,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Dennis Eidson,Dennis Eidson,69,31,Spartan Stores,3,3.5,3.3,OK,56,3.1,3.4,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Dennis A. Muilenburg,Dennis A. Muilenburg,81,19,Boeing,3.9,3.1,3.5,Satisfied,66,2.7,3.7,0.4333,36.5,7.8,13.2,Oklahoma City,Oklahoma,641681,86.00019059,65.01
Denise Morrison,Denise Morrison,73,27,Campbell Soup Company,3.8,3.5,3.4,OK,69,3.1,3.8,-0.1371,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Debra Reed,Debra Reed,93,7,Sempra Energy,4.4,4.1,4.3,Very Satisfied,94,3.6,4,0.0746,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Dean Rogers,Dean Rogers,13,87,RadioShack,2.2,2.4,2.5,OK,18,2.1,2.6,,28.9,1.5,20.3,Fort Worth,Texas,851849,71.3830219,67.38
Dean Janeway,Dean Janeway,52,48,Key Food,2.2,2.3,3,OK,32,2.3,3,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Dawn M. Zier,Dawn M. Zier,91,9,Nutrisystem,3.9,3.9,3.7,Satisfied,67,3.6,3.4,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
David Yang  and Nimit Maru,David Yang  and Nimit Maru,100,0,Fullstack Academy,3.9,4.7,4.8,Very Satisfied,88,4.6,3.9,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
David Wadhwani,David Wadhwani,96,4,AppDynamics,4.3,4.3,4.3,Very Satisfied,88,4.2,3.8,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
David W. MacLennan,David W. MacLennan,85,15,Cargill,3.4,3.5,3.4,OK,66,3,3.3,,27.3,54,21.6,Wayzata,Minnesota,6627,42.25535781,#N/A
David W. Head,David W. Head,46,54,O'Charley's,2.6,3,3.1,OK,50,2.4,2.9,,54.2,6.3,21.7,Nashville,Tennessee,668685,85.0998294,68.23
David Ulevitch,David Ulevitch,85,15,OpenDNS,3.7,4.4,4.2,Very Satisfied,76,4,4.4,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
David Steinberger,David Steinberger,60,40,Perseus Books Group,2.5,3.2,3,OK,46,2.6,3.6,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
David Sacks,David Sacks,89,11,Yammer,4.5,4,4,Satisfied,76,3.8,4.3,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
David S. Taylor,David S. Taylor,92,8,Procter & Gamble,4,4.2,4,Satisfied,85,3.5,3.6,0.0471,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
David S. Rosenblatt,David S. Rosenblatt,81,19,DoubleClick,4.1,4.1,3.8,Satisfied,85,3.4,3.7,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
David Ossip,David Ossip,93,7,Ceridian,4,4.3,4.2,Very Satisfied,85,4,4.1,,27.3,54,21,Bloomington,Minnesota,87134,67.31655917,66.06
David Nunes,David Nunes,0,0,Rayonier,3.7,3.6,3.6,Satisfied,68,3.1,3.4,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
David Nevins,David Nevins,95,5,Showtime Networks,3.5,3.4,3.4,OK,82,3.3,3.7,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
David N. Farr,David N. Farr,84,16,Emerson,3.3,3.6,3.5,Satisfied,72,3.2,3.6,,42.2,17,,Saint Louis,Missouri,#N/A,#N/A,#N/A
David Mandelbrot,David Mandelbrot,100,0,Indiegogo,3.5,4.1,3.7,Satisfied,66,3.3,4,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
David L. Stover,David L. Stover,29,71,Noble Energy,3.3,2.7,2.7,OK,46,2.2,3.5,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
David L. Joyce,David L. Joyce,82,18,GE Aviation,3.6,3.6,3.6,Satisfied,70,3.1,3.6,,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
David L. Dunkel,David L. Dunkel,69,31,Kforce,3.2,3.3,3.2,OK,61,3.1,3.3,,54.5,0,,Tampla,florida,#N/A,#N/A,#N/A
David L. Brown,David L. Brown,56,44,Web.com,2.6,2.6,2.6,OK,33,2.4,2.9,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
David Karp,David Karp,74,26,Tumblr,4.4,4.3,3.9,Satisfied,68,3.4,4.5,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
David J. Field,David J. Field,88,12,Entercom,2.9,3.4,3.4,OK,51,3,3.3,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
David J. Crowley,David J. Crowley,89,11,Geokinetics,2.7,3,3.3,OK,40,3.1,3.3,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
David J. Campisi,David J. Campisi,56,44,Big Lots,2.7,2.8,2.9,OK,43,2.6,2.7,,28.9,1.5,11.2,Amarillo,Texas,200141,102.261822,#N/A
David Green,David Green,68,32,Hobby Lobby,3.2,3.2,3.2,OK,54,2.7,2.9,,36.5,7.8,13.2,Oklahoma City,Oklahoma,641681,86.00019059,65.01
David E. Rainbolt,David E. Rainbolt,100,0,BancFirst,3.2,3.3,3.3,OK,49,2.8,3.1,,36.5,7.8,13.2,Oklahoma City,Oklahoma,641681,86.00019059,65.01
David E. Blackford,David E. Blackford,70,30,California Bank & Trust,2.9,3,3,OK,47,2.9,3.2,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
David Dobson,David Dobson,66,34,Digital River,3.3,3.5,3.5,Satisfied,56,2.9,3.3,,27.3,54,21.1,Minnetonka,Minnesota,52055,30.691766,#N/A
David Davoudpour,David Davoudpour,32,68,Shoney's,2.1,2.3,2.6,OK,44,2.1,2.7,,54.2,6.3,21.7,Nashville,Tennessee,668685,85.0998294,68.23
David C. Pratt,David C. Pratt,20,80,Gander Mountain,2.7,2.8,2.9,OK,34,2.2,2.8,,27.3,54,0,Minneapolis,Minnesota,416751,95.78049056,68.13
David C. Hodge,David C. Hodge,71,29,Miami University,3.1,3.8,4.1,Very Satisfied,76,3.4,3.7,,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
David Beveridge,David Beveridge,79,21,Shearman & Sterling,3.8,3.6,3.4,OK,58,3.2,3,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
David Abney,David Abney,75,25,UPS,3.7,3.3,3.5,Satisfied,65,3,3.1,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
David A. Zapico,David A. Zapico,46,54,AMETEK,3.2,2.4,2.8,OK,37,2,2.7,0.2394,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
David A. Scott,David A. Scott,91,9,Comcast Spectacor,3.3,3.8,3.7,Satisfied,79,3.6,3.4,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Dave Wichmann,Dave Wichmann,80,20,UnitedHealth Group,3.2,3.4,3.3,OK,62,2.9,3.4,,27.3,54,21.1,Minnetonka,Minnesota,52055,30.691766,#N/A
Dave Rohal,Dave Rohal,83,17,Florida East Coast Railway,3.6,3.1,3.8,Satisfied,53,3.3,3.4,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Dave Owens,Dave Owens,22,78,Griffin Technology,3.1,2.9,3.1,OK,28,2,3.4,,54.2,6.3,21.7,Nashville,Tennessee,668685,85.0998294,68.23
Dave Morin,Dave Morin,100,0,Path,4.6,4,3.7,Satisfied,63,3.7,4.1,,38.4,5,20.1,Seattle,Washington,700313,116.0652774,65.65
Dave King,Dave King,54,46,LabCorp,3.1,2.5,2.9,OK,45,2.4,2.7,,39.2,24.6,,Chicago,Illinois,2725153,74.90659418,70.57
Dave Finocchio,Dave Finocchio,92,8,Bleacher Report,3,3.3,3.5,Satisfied,55,2.4,3.8,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Dave Brown,Dave Brown,79,21,Vistakon,3.1,3,2.8,OK,37,2.5,2.9,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Dave Baca,Dave Baca,99,1,Davis Wright Tremaine,3.5,3.5,3.3,OK,55,3.2,3.6,,38.4,5,20.1,Seattle,Washington,700313,116.0652774,65.65
Daryl Adams,Daryl Adams,12,88,Spartan Motors,3,2.1,2.5,OK,21,1.9,2.2,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Darrius Thompson,Darrius Thompson,100,0,SweetLabs,4.6,4.9,4.9,Very Satisfied,100,4.7,4.8,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Darren Woods,Darren Woods,86,14,ExxonMobil,4,3.6,3.8,Satisfied,72,3.3,3.6,,28.9,1.5,24.7,Dallas,Texas,1320939,75.68422564,71.25
Darius Adamczyk,Darius Adamczyk,70,30,Honeywell,3,3,3.2,OK,53,2.7,3.1,0.15,47.1,16.5,30.2,Morris Plains,New Jersey,5615,31.84020033,#N/A
Dara Khosrowshahi,Dara Khosrowshahi,97,3,Uber,3.1,3.3,4.2,Very Satisfied,83,3.1,3.6,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Daniel Springer,Daniel Springer,98,2,DocuSign,4.1,4.6,4.6,Very Satisfied,92,4.3,4.5,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Daniel Schwartz,Daniel Schwartz,66,34,Burger King,2.4,2.8,3.1,OK,45,2.7,2.8,,41.7,25.9,22.6,Indianapolis,Indiana,866351,109.7827372,64.92
Daniel S. Glaser,Daniel S. Glaser,73,27,Marsh & McLennan Companies,3.3,3.3,3.3,OK,63,2.8,3.2,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Daniel Ha,Daniel Ha,91,9,Disqus,3.9,4.7,4.3,Very Satisfied,79,3.9,4.7,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Daniel Griesemer,Daniel Griesemer,34,66,Gymboree,2.4,2.9,2.9,OK,41,2.4,2.8,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Daniel  McHugh,Daniel  McHugh,72,28,Southern Air,2.7,2.2,2.4,Dissatisfied,47,2,2.2,,39.1,27.5,18,Cincinnati,Ohio,298880,112.4368717,63.8
Dan T. Cathy,Dan T. Cathy,93,7,Chick-fil-A,3,4.2,3.9,Satisfied,76,3.5,3.6,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Dan Stone,Dan Stone,47,53,CompuCom,2.4,2.5,2.7,OK,40,2.3,2.9,,42.9,28.2,,Pittsburgh,Pennsylvania,302443,73.34572529,63.87
Dan Rosensweig,Dan Rosensweig,88,12,Chegg,3.8,3.9,4.1,Very Satisfied,83,3.6,4.3,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Dan Romasko,Dan Romasko,100,0,Motiva Enterprises,4.4,3.6,3.9,Satisfied,92,3.5,3.7,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Dan Price,Dan Price,95,5,Gravity Payments,4.7,4.7,4.7,Very Satisfied,93,4.5,4.3,,38.4,5,20.1,Seattle,Washington,700313,116.0652774,65.65
Dan O. Dinges,Dan O. Dinges,67,33,Cabot Oil & Gas,3.4,2.7,2.7,OK,40,2.5,3,-0.0191,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Dan Noble,Dan Noble,92,8,HKS,3.9,4.4,4.3,Very Satisfied,90,4,4.1,,28.9,1.5,24.7,Dallas,Texas,1320939,75.68422564,71.25
Dan Mason,Dan Mason,79,21,CBS Radio,2.7,3.2,3.3,OK,55,2.8,3.2,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Dan Arnold,Dan Arnold,62,38,LPL Financial,3,3.1,3.2,OK,47,2.6,3.5,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Dan Amos,Dan Amos,90,10,Aflac,3,3.7,3.4,OK,59,3.3,3.7,8.06,50.7,0.7,,Columbus,Georgia,202338,101.6871626,67.53
Damon T. Hininger,Damon T. Hininger,77,23,Corrections Corporation of America,2.9,2.7,2.7,OK,43,2.5,2.4,,54.2,6.3,21.7,Nashville,Tennessee,668685,85.0998294,68.23
Damian Gamell,Damian Gamell,99,1,Coca-Cola Enterprises,3.4,3.3,3.3,OK,63,2.9,3.1,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Dale Bare / Mike Bare,Dale Bare / Mike Bare,53,47,Bare International,2.5,3.1,3,OK,49,3.1,3.2,,44.3,10.3,25.1,Fairfax,Virginia,24173,36.09716971,#N/A
D. Michael Wilson,D. Michael Wilson,78,22,MeadWestvaco,3.7,3.6,3.6,Satisfied,72,3,3.6,,44.3,10.3,24.6,Richmond,Virginia,#N/A,#N/A,68.57
Cynthia Bioteau,Cynthia Bioteau,51,49,Florida State College at Jacksonville,3.2,3.3,3.4,OK,65,2.8,3.7,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Cutler Dawson,Cutler Dawson,91,9,Navy Federal Credit Union,4.1,3.8,3.7,Satisfied,76,3.2,3.3,,44.3,10.3,34.5,Vienna,Virginia,16679,21.95001995,#N/A
Curtis M. Stevens,Curtis M. Stevens,89,11,Louisiana-Pacific,3.5,3.4,3.3,OK,60,3,3.4,,54.2,6.3,21.7,Nashville,Tennessee,668685,85.0998294,68.23
Craig P. Abod,Craig P. Abod,54,46,Carahsoft,2.2,2.6,2.7,OK,36,2.4,2.7,,44.3,10.3,27.2,Reston,Virginia,#N/A,#N/A,#N/A
Craig Menear,Craig Menear,80,20,The Home Depot,3.3,3.7,3.5,Satisfied,68,3.1,3.1,0.1182,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Craig Menear,Craig Menear,80,20,The Home Depot,3.3,3.7,3.5,Satisfied,68,3.1,3.1,0.1182,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Craig Jelinek,Craig Jelinek,91,9,Costco Wholesale,4.3,3.9,3.9,Satisfied,80,3.3,3.4,,38.4,5,28.4,Issaquah,Washington,37308,64.29127418,#N/A
Craig A. Rogerson,Craig A. Rogerson,37,63,Chemtura,3.4,3.1,2.9,OK,37,2.4,3.2,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Connie Kalitta,Connie Kalitta,92,8,Kalitta Air,3.2,2.5,2.9,OK,55,2.2,2.8,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Colin Hunter,Colin Hunter,66,34,Alton Lane,3.4,3.8,3.3,OK,64,3.6,2.8,,44.3,10.3,24.6,Richmond,Virginia,#N/A,#N/A,68.57
Clifton Pemble,Clifton Pemble,95,5,Garmin,3.8,3.8,3.8,Satisfied,75,3.5,4,-0.076,42.2,17,0,Kansas City,Missouri,478364,103.9359789,65.35
Cliff B. Fleet,Cliff B. Fleet,83,17,Philip Morris USA,3.9,3.6,3.8,Satisfied,86,3.2,3.1,,44.3,10.3,24.6,Richmond,Virginia,#N/A,#N/A,68.57
Clay C. Williams,Clay C. Williams,80,20,National Oilwell Varco,3.3,3.3,3.5,Satisfied,64,3,3.5,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Claudio Del Vecchio,Claudio Del Vecchio,42,58,Brooks Brothers,3,3.1,3.1,OK,45,2.3,3.2,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Clarence H. Smith,Clarence H. Smith,70,30,Havertys,2.7,2.8,2.7,OK,44,2.7,2.5,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Chuck Runyon,Chuck Runyon,83,17,Anytime Fitness,2.7,3.9,3.6,Satisfied,64,3.1,3.5,,27.3,54,27.8,Hastings,Minnesota,22627,47.89936701,#N/A
Chuck Robbins,Chuck Robbins,86,14,Cisco Systems,3.9,3.9,3.9,Satisfied,80,3.4,4.1,0.0191,47.7,43.8,19.8,Boston,Massachusetts,673880,50.16048798,68.96
Chuck Bengochea,Chuck Bengochea,58,42,Family Christian Stores,2.1,3.6,3.1,OK,37,2.5,2.8,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Christopher Young,Christopher Young,71,29,McAfee,3.6,3.5,3.4,OK,63,3,3.8,,28.9,1.5,24.7,Dallas,Texas,1320939,75.68422564,71.25
Christopher P. Marr,Christopher P. Marr,68,32,CubeSmart,2.9,3.5,3.1,OK,55,3,3.3,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Christopher Nassetta,Christopher Nassetta,95,5,Hilton,3.8,4.1,4.1,Very Satisfied,82,3.7,3.7,,44.3,10.3,,Mclean,Virginia,#N/A,#N/A,#N/A
Christopher J. Wiernicki,Christopher J. Wiernicki,21,79,American Bureau of Shipping,2.8,2.4,2.4,Dissatisfied,33,2,3,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Christopher J. Munyan,Christopher J. Munyan,42,58,CSS Industries,2.7,2.4,2.3,Dissatisfied,23,2.2,2.1,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Christopher H. Franklin,Christopher H. Franklin,48,52,Aqua America,2.7,2.3,2.5,OK,34,2.5,2.6,,42.9,28.2,23.4,Philadelphia,Pennsylvania,1570826,72.7544559,66.83
Christina M. Alvord,Christina M. Alvord,60,40,Unison Industries,3,3.3,3.2,OK,53,2.4,3.6,,54.5,0,26.9,Jacksonville,Florida,880557,77.97806742,67.51
Christian Ulbrich,Christian Ulbrich,88,12,JLL,3.4,3.7,3.7,Satisfied,73,3.3,3.5,,50.3,7.6,,Burlington,North Carolina,52760,78.51296816,#N/A
Christian Fischer,Christian Fischer,91,9,Georgia-Pacific,3.4,3.5,3.4,OK,64,3,3.3,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Christa Quarles,Christa Quarles,83,17,OpenTable,3.5,4.2,3.9,Satisfied,76,3.5,4.3,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Chris Van Gorder,Chris Van Gorder,86,14,Scripps Health,3.9,3.6,3.7,Satisfied,72,3.2,3.5,,22.2,0,21,San Diego,California,1413414,44.30976925,70.2
Chris Roussos,Chris Roussos,73,27,24 Hour Fitness,2.5,3.3,3.1,OK,53,2.9,3.1,,22.2,0,,San Ramon,California,76901,22.20281185,#N/A
Chris Pappas & Harris Pappas,Chris Pappas & Harris Pappas,89,11,Pappas Restaurants,3,3.8,3.5,Satisfied,69,3.5,2.9,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Chris Pappas,Chris Pappas,89,11,Luby's,3.3,3.3,3.4,OK,64,3.2,3.3,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Chris O_—ÈMalley,Chris O_—ÈMalley,92,8,Compuware,4.1,3.9,4,Satisfied,83,3.8,4.2,,32.8,51.1,21.3,Lansing,Michigan,115199,70.07011908,63.26
Chris Gheysens,Chris Gheysens,80,20,Wawa,3.8,3.9,3.6,Satisfied,71,3,3,,42.9,28.2,,Media,Pennsylvania,5370,34.31367449,#N/A
Chris de Lapuente,Chris de Lapuente,92,8,Sephora,3.3,3.8,3.7,Satisfied,73,3.1,3.2,,22.2,0,28.2,San Francisco,California,871155,116.0723828,68.36
Chris Baldwin,Chris Baldwin,49,51,BJ's Wholesale Club,2.7,2.8,2.8,OK,41,2.5,2.9,,47.7,43.8,19.8,Boston,Massachusetts,673880,50.16048798,68.96
Chris Ancell,Chris Ancell,75,25,XO Communications,3.1,3.1,3.2,OK,50,2.9,3.5,,44.3,10.3,28.7,Herndon,Virginia,24806,34.17843598,#N/A
Chowdary Yalamanchili,Chowdary Yalamanchili,73,27,Cybersoft Technologies,2.8,3.8,3.3,OK,68,3.3,3.1,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Cheryl A. Bachelder,Cheryl A. Bachelder,75,25,Popeyes,2.6,3.1,3.2,OK,54,2.8,2.9,,50.7,0.7,23.7,Atlanta,Georgia,472579,116.0771966,67.26
Charlie Martin Jr.,Charlie Martin Jr.,72,28,Vanguard Health Systems,3.5,3.1,3,OK,60,3,3.3,,54.2,6.3,21.7,Nashville,Tennessee,668685,85.0998294,68.23
Charlie Ergen,Charlie Ergen,38,62,DISH,2.7,2.5,2.6,OK,37,2.3,2.5,,15.9,19.1,28.8,Denver,Colorado,699259,78.48871641,69.21
Charlie Chanaratsopon,Charlie Chanaratsopon,50,50,Charming Charlie,2.3,2.9,2.8,OK,39,2.7,2.8,,28.9,1.5,20.4,Houston,Texas,2334348,96.72034274,71.51
Charles W. Scharf,Charles W. Scharf,78,22,BNY Mellon,3,3.2,3.1,OK,54,2.7,3.5,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
Charles Phillips,Charles Phillips,84,16,Infor,3.4,3.3,3.6,Satisfied,68,3.3,3.7,,41.8,123.8,24.8,New York,New York,8566917,34.98583157,71.73
